0,0.0,28.72800064086914
1,0.003236745101200561,
2,0.007136093038838165,24.56999909877777
3,0.010884765210734865,
4,0.012113602559411574,47.25
5,0.01685924728120619,34.0200001001358
6,0.01685924728120619,34.0200001001358
7,0.009357127922678649,
8,-7.160505798982849,31.37399911880493
9,-7.485814891116212,29.48400092124939
10,-7.485814891116212,29.48400092124939
11,-7.450677490069189,20.412000060081482
12,-7.474187384980786,23.436001181602478
13,-7.29765259732773,25.32599937915802
14,-7.008309503036903,
15,-6.821186709235091,26.08199965953827
16,-6.5451691444716635,
17,-5.911959451974081,32.88599967956543
18,-6.256506761588155,24.56999909877777
19,-6.621597276741375,17.388000190258026
20,-6.674607133948137,24.947999238967896
21,-6.413348227359941,26.837999939918518
22,-6.653948177765815,26.459999799728394
23,-6.894993684013067,22.68000090122223
24,-6.759340540970808,31.37399911880493
25,-7.5102521966727975,13.986000180244446
26,-8.070898706592512,
27,-8.409410352293818,32.88599967956543
28,-8.502286909942132,15.875999629497528
29,-8.834603965922499,20.790000200271606
30,-8.726328435055043,
31,-8.80880046312174,15.497999489307404
32,-9.10138247596445,19.655999779701233
33,-8.579419747182136,21.546000480651855
34,-8.921608057227541,13.986000180244446
35,-8.599913796380825,13.608000040054321
36,-8.567741823985918,
37,-8.203679801365437,15.875999629497528
38,-8.018960117846312,7.182000160217285
39,-8.520673926579054,30.995998978614807
40,-7.787069877186716,
41,-5.8411662230431425,25.703999519348145
42,-5.285326831960101,27.97200036048889
43,-6.0707062645017364,
44,-6.674204952322599,31.751999258995056
45,-6.478604569084567,21.92400062084198
46,-6.22069144256321,23.813998818397522
47,-6.173555935681922,
48,-5.4170747968095805,24.56999909877777
49,-5.2841970825968545,41.20200026035309
50,-5.5659377243237005,
51,-4.671917575375511,23.058001041412354
52,-4.960557683312257,
53,-5.33089702805211,29.106000781059265
54,-5.292249757014017,22.302000761032104
55,-5.248217480897888,30.617998838424683
56,-5.295055586289239,
57,-5.318226155019394,39.68999969959259
58,-5.437693922971661,
59,-5.249836220577364,24.191998958587646
60,-5.341205557615732,30.24000120162964
61,-5.463337805361966,25.32599937915802
62,-5.216700557488946,23.436001181602478
63,-5.500984877904967,
64,-4.270536512105091,24.947999238967896
65,-4.616436046828413,17.76600033044815
66,-4.174007649343592,19.655999779701233
67,-4.493561658817101,16.253999769687653
68,-4.4472780601565045,
69,-4.388153565293343,24.56999909877777
70,-4.38438225142463,24.56999909877777
71,-4.1856027876400175,
72,-2.9766006142386243,29.862001061439514
73,-2.7349993525571534,26.837999939918518
74,-2.7349993525571534,26.837999939918518
75,-2.7428641699671488,32.507999539375305
76,-2.6006453085863117,25.703999519348145
77,-2.539101523698701,24.56999909877777
78,-2.210604405788284,29.106000781059265
79,-1.9377856284254416,26.459999799728394
80,-1.9377856284254416,26.459999799728394
81,-1.835681995381804,
82,-2.0171559727990247,27.97200036048889
83,-1.9966450828311457,33.263999819755554
84,-2.190314163082935,26.459999799728394
85,-2.3258100573101483,
86,-2.3900568917444027,21.16800034046173
87,-2.3890412721060934,32.88599967956543
88,-2.4008115421395217,
89,-2.694216255344488,30.995998978614807
90,-2.820613503683792,20.412000060081482
91,-2.5824824998313893,
